TransactionAmount,TransactionType,Location,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,days_since_last_transaction,hour_sin,hour_cos,week_sin,week_cos,month_sin,month_cos,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,amount_balance_ratio,night_transaction,high_login_attempts,quick_transactions
411.72,1,0.018202502844141,29,153,1,8539.86,57.00972222222222,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0.048211563187218524,0,0,2.690980392156863
516.47,0,0.027872582480091,25,94,1,1305.06,100.96388888888887,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,1,0,0,0,0,0,1,0.39574425696902826,0,0,5.49436170212766
91.38,1,0.0284414106939704,65,179,1,2402.58,0.0041666666666666,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,1,0,0.03803411332817221,0,0,0.5105027932960894
12.35,1,0.0233219567690557,25,22,1,1846.85,0.0,-1.0,-1.8369701987210294e-16,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0.006687061753797006,0,0,0.5613636363636364
74.27,0,0.0273037542662116,59,148,1,13696.61,0.0,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,1,1,0,0,0,0.005422509657499191,0,0,0.5018243243243243
609.52,1,0.018202502844141,78,169,1,3485.03,162.9375,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,1,0,0.17489662929730876,0,0,3.606627218934911
126.29,1,0.0233219567690557,19,56,1,1122.35,98.07083333333334,-1.0,-1.8369701987210294e-16,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,1,0.11252283155878293,0,0,2.2551785714285715
841.5,0,0.0238907849829351,25,287,1,352.31,14.005555555555556,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.4999999999999999,-0.8660254037844387,0,1,0,0,0,0,1,2.3885214725667736,0,0,2.93205574912892
486.61,0,0.0210466439135381,48,130,1,2006.69,70.89583333333333,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,1,0,0,0,1,0,0,0.24249385804484,0,0,3.743153846153846
189.65,1,0.027872582480091,21,60,1,8457.09,224.0125,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,1,0,0,0,0,0,1,0.022424971237151314,0,0,3.1608333333333336
207.65,1,0.0227531285551763,34,98,1,5143.8,28.035416666666663,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0,1,0,1,0,0,0.04036898790777246,0,0,2.1188775510204083
502.9,0,0.0233219567690557,26,141,1,341.24,21.006944444444443,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-1.0,-1.8369701987210294e-16,0,0,1,0,0,0,1,1.4737428203024263,0,0,3.5666666666666664
629.82,1,0.0233219567690557,68,159,1,6385.69,20.947222222222223,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,1,0,0.09862990530389043,0,0,3.9611320754716983
46.75,1,0.0233219567690557,67,150,1,2840.43,46.01041666666666,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,1,0,0.01645877560791852,0,0,0.31166666666666665
30.87,1,0.0233219567690557,33,295,1,14348.65,9.001388888888888,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,1,0,0,1,0,0,0,0.0021514219107720937,0,0,0.10464406779661017
263.59,1,0.0176336746302616,71,16,1,6996.35,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.4999999999999999,0.8660254037844387,0,1,0,0,0,1,0,0.037675359294489265,0,0,16.474375
703.89,1,0.0250284414106939,46,62,1,3583.67,66.97708333333334,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210294e-16,0,0,1,0,1,0,0,0.1964159646396013,0,0,11.353064516129033
1416.69,1,0.0221843003412969,46,58,1,3740.73,3.9604166666666663,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4999999999999999,0.8660254037844387,1,0,0,0,1,0,0,0.37872019632531617,0,0,24.425689655172416
206.95,1,0.0238907849829351,22,31,1,1817.65,79.89722222222223,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,0,1,0.11385580282232552,0,0,6.675806451612903
99.76,1,0.0210466439135381,26,131,1,416.89,40.93819444444444,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,0,1,0.23929573748470823,0,0,0.761526717557252
777.92,1,0.0233219567690557,62,97,1,7061.58,70.09375,-1.0,-1.8369701987210294e-16,0.0,1.0,1.2246467991473532e-16,-1.0,0,1,0,1,0,0,0,0.11016231494934561,0,0,8.019793814432989
83.43,1,0.0216154721274175,56,109,1,1870.16,3.925694444444445,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0,0,1,0,0,1,0,0.044611156264704625,0,0,0.7654128440366973
23.24,1,0.0227531285551763,68,129,1,13777.79,63.99236111111111,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.8660254037844387,-0.4999999999999998,0,1,0,1,0,0,0,0.0016867726972177683,0,0,0.1801550387596899
278.28,1,0.0284414106939704,28,26,1,1346.88,69.96944444444445,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0.20661083392729862,0,0,10.703076923076923
1422.55,1,0.018202502844141,79,165,1,5674.32,0.0729166666666666,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0,1,0,0.2506996433052771,0,0,8.621515151515151
54.25,1,0.0267349260523321,68,37,1,14783.33,118.92361111111111,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,1,1,0,0,0,0.003669673882677313,0,0,1.4662162162162162
155.53,1,0.0187713310580204,29,66,1,4008.05,25.00347222222222,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,1,0,0,0.03880440613265802,0,0,2.3565151515151515
356.56,1,0.0216154721274175,47,52,1,2485.73,139.9875,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0.14344277133880187,0,0,6.856923076923077
241.21,1,0.0238907849829351,31,108,1,1220.86,4.020138888888889,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-1.0,-1.8369701987210294e-16,1,0,0,0,1,0,0,0.19757384139049525,0,0,2.233425925925926
132.36,1,0.0233219567690557,28,160,1,319.65,10.963888888888889,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1.0,6.123233995736766e-17,0,1,0,0,0,0,1,0.4140778977006101,0,0,0.82725
115.92,1,0.0255972696245733,53,57,1,3897.17,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,1,0,0,0,0,1,0,0.029744660869297463,0,0,2.033684210526316
70.03,1,0.0221843003412969,63,49,1,7330.31,17.04722222222222,-1.0,-1.8369701987210294e-16,0.0,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,0,1,0,0.009553484095488458,0,0,1.4291836734693877
48.78,0,0.0199089874857792,18,136,1,552.06,72.95069444444445,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,0,1,0.08835996087381807,0,0,0.3586764705882353
134.7,1,0.0295790671217292,50,106,1,8395.85,4.982638888888889,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844385,-0.5000000000000004,1,0,0,1,0,0,0,0.0160436406081576,0,0,1.270754716981132
250.01,1,0.0199089874857792,62,88,1,1541.48,196.00972222222225,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0,1,0,0.16218828658172665,0,0,2.841022727272727
886.19,1,0.0233219567690557,61,69,1,7904.24,21.031944444444445,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,0,1,0,0.1121157758367661,0,0,12.843333333333334
33.63,1,0.0227531285551763,63,76,1,4324.4,234.975,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,0.007776801405975396,0,0,0.44250000000000006
100.52,1,0.0250284414106939,50,110,1,453.39,0.0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4999999999999999,0.8660254037844387,1,0,0,0,1,0,0,0.2217075806700633,0,0,0.9138181818181818
153.4,1,0.0233219567690557,45,144,1,4657.7,3.9791666666666665,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1,0,0,0,1,0,0,0.03293471026472294,0,0,1.0652777777777778
1225.5,0,0.0250284414106939,50,109,1,8611.17,165.9451388888889,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,1,1,0,0,0,0.142315155780225,0,0,11.243119266055047
199.84,1,0.0176336746302616,21,150,1,706.44,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.4999999999999999,0.8660254037844387,1,0,0,0,0,0,1,0.2828831889473982,0,0,1.3322666666666667
191.62,1,0.0284414106939704,63,51,1,1981.67,31.93611111111111,-0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,1,0,1,0,0,0,0.09669622086422058,0,0,3.7572549019607844
407.65,1,0.0250284414106939,25,263,1,273.78,97.05277777777778,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,1,1.4889692453795018,0,0,1.5499999999999998
344.97,1,0.0233219567690557,34,106,1,5577.94,0.0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1.0,6.123233995736766e-17,0,0,1,1,0,0,0,0.06184541246409966,0,0,3.254433962264151
198.92,1,0.0216154721274175,36,100,1,2854.66,104.95694444444445,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0.06968255413954727,0,0,1.9891999999999999
305.0,1,0.0221843003412969,22,222,1,944.83,28.021527777777777,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0.32280939428256933,0,0,1.3738738738738738
56.02,1,0.0273037542662116,27,142,1,3548.02,112.02291666666666,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,1,0.01578908799837656,0,0,0.3945070422535211
258.21,1,0.0250284414106939,39,225,1,9562.41,24.023611111111112,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,1,1,0,0,0,0.02700260708336078,0,0,1.1476
58.23,1,0.0221843003412969,28,34,1,9189.76,55.02013888888889,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,0,1,0.006336400515356222,0,0,1.7126470588235294
717.36,0,0.0233219567690557,22,138,1,514.88,0.0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4999999999999999,0.8660254037844387,0,0,1,0,0,0,1,1.3932566811684277,0,0,5.1982608695652175
406.33,0,0.0261660978384527,59,103,1,4298.34,63.01111111111111,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0.09453184252525393,0,0,3.9449514563106796
459.25,1,0.0261660978384527,25,59,1,130.76,105.96666666666668,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,0,1,0,0,0,0,1,3.512159681859896,0,0,7.783898305084746
738.94,1,0.0284414106939704,41,173,1,13856.18,32.99861111111111,-1.0,-1.8369701987210294e-16,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,1,0,0,0,0.05332927257007343,0,0,4.271329479768786
261.14,1,0.0250284414106939,42,162,1,6100.08,59.09027777777778,-1.0,-1.8369701987210294e-16,0.0,1.0,0.4999999999999999,-0.8660254037844387,1,0,0,0,1,0,0,0.04280927463246383,0,0,1.6119753086419752
114.98,1,0.0238907849829351,59,80,1,6144.68,64.99722222222222,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,1,0,0.018712121705280013,0,0,1.4372500000000001
73.88,1,0.027872582480091,39,34,1,6474.41,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.4999999999999999,0.8660254037844387,0,0,1,1,0,0,0,0.0114110783839763,0,0,2.172941176470588
199.09,1,0.0261660978384527,70,89,1,1658.52,3.963888888888889,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0,0,1,1,0,0,0,0.12004075923112173,0,0,2.2369662921348317
590.57,1,0.0216154721274175,79,93,1,3224.6,22.957638888888887,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0.1831451963034175,0,0,6.350215053763441
45.9,1,0.0227531285551763,56,264,1,5698.25,64.01180555555555,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,1,0,0,1,0,0,0.008055104637388672,0,0,0.17386363636363636
414.64,1,0.0233219567690557,32,74,1,7253.22,32.015277777777776,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,1,0,1,0,0,0,0.05716633440044559,0,0,5.603243243243243
20.28,1,0.0261660978384527,36,213,1,2047.83,36.05416666666667,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,0,0,1,0,1,0,0,0.009903165790129065,0,0,0.09521126760563381
349.34,0,0.0227531285551763,28,245,1,614.14,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.4999999999999999,0.8660254037844387,1,0,0,0,0,0,1,0.5688279545380532,0,0,1.425877551020408
501.15,1,0.0221843003412969,47,208,1,8821.84,66.075,-1.0,-1.8369701987210294e-16,0.0,1.0,-0.8660254037844385,-0.5000000000000004,0,1,0,0,1,0,0,0.05680787681481414,0,0,2.409375
830.01,0,0.0216154721274175,66,96,1,4253.18,44.90902777777778,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,0.19515045213228688,0,0,8.6459375
256.66,0,0.0255972696245733,54,137,1,1794.5,102.93819444444443,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,0.1430259125104486,0,0,1.8734306569343067
788.84,1,0.0221843003412969,58,231,1,1913.73,20.022916666666667,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,0,0,1,0,0,1,0,0.4122002581346376,0,0,3.414891774891775
11.46,0,0.0227531285551763,41,128,1,2356.71,32.97638888888889,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0.004862711152411625,0,0,0.08953125
163.68,1,0.0233219567690557,41,292,1,10090.05,0.0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,0,1,0,1,0,0,0,0.016221921596027773,0,0,0.5605479452054795
23.38,1,0.0273037542662116,32,89,1,9968.49,98.10069444444444,-1.0,-1.8369701987210294e-16,0.0,1.0,-1.0,-1.8369701987210294e-16,0,1,0,0,1,0,0,0.0023453903249138035,0,0,0.26269662921348313
64.92,1,0.0238907849829351,58,236,1,5481.76,21.09375,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0.4999999999999999,-0.8660254037844387,0,1,0,0,1,0,0,0.011842911765564344,0,0,0.27508474576271186
52.44,1,0.0255972696245733,27,87,1,3157.75,112.12013888888887,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,0,0,1,0,0,0,1,0.016606761143219063,0,0,0.6027586206896551
21.9,1,0.0221843003412969,28,30,1,1052.27,32.02291666666667,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,1,0.020812148973172285,0,0,0.73
634.86,1,0.0216154721274175,27,45,1,588.5,15.963194444444444,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0,0,1,1.0787765505522515,0,0,14.108
515.57,1,0.0227531285551763,27,56,1,9269.67,0.0,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4999999999999999,0.8660254037844387,1,0,0,0,1,0,0,0.055619024193957284,0,0,9.206607142857143
129.48,1,0.0238907849829351,31,179,1,7581.7,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,1,0,0,0,1,0,0,0.0170779640450031,0,0,0.7233519553072625
230.3,1,0.0233219567690557,46,24,1,8356.88,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0.027558131742947134,0,0,9.595833333333333
389.7,0,0.0233219567690557,62,216,1,7125.15,10.921527777777778,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0,1,0,1,0,0,0,0.05469358539820215,0,0,1.8041666666666667
186.6,1,0.018202502844141,58,13,1,1508.72,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,0,0,1,1,0,0,0,0.12368100111352669,0,0,14.353846153846153
85.58,1,0.0295790671217292,55,60,1,7794.84,48.04375,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,1,0,0,0,1,0,0,0.010979057940894233,0,0,1.4263333333333332
275.2,1,0.0216154721274175,54,81,1,1230.12,0.0,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,1,0,1,0,0,0.22371801125093488,0,0,3.3975308641975306
372.5,1,0.0221843003412969,22,211,1,3901.82,72.98680555555555,-1.0,-1.8369701987210294e-16,0.0,1.0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,1,0.09546826865411526,0,0,1.7654028436018958
584.41,1,0.0250284414106939,23,41,1,4475.22,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.4999999999999999,0.8660254037844387,1,0,0,0,0,0,1,0.13058799343942867,0,0,14.25390243902439
542.75,0,0.0221843003412969,70,63,1,2224.08,128.05138888888888,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,-2.4492935982947064e-16,1.0,0,1,0,0,0,1,0,0.24403348800402863,0,0,8.615079365079366
26.92,1,0.0227531285551763,62,43,1,1674.94,3.0416666666666665,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,-0.8660254037844387,1,0,0,0,0,1,0,0.0160722175122691,0,0,0.626046511627907
34.74,1,0.0227531285551763,56,24,1,6827.57,117.95486111111111,-0.8660254037844385,-0.5000000000000004,0.0,1.0,1.2246467991473532e-16,-1.0,1,0,0,0,0,1,0,0.005088193896217835,0,0,1.4475
61.98,1,0.0250284414106939,49,44,1,5212.28,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,0,1,0,1,0,0,0.011891149362658952,0,0,1.4086363636363635
42.42,1,0.0210466439135381,21,102,1,490.57,22.975694444444443,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,1.2246467991473532e-16,-1.0,0,0,1,0,0,0,1,0.08647084004321504,0,0,0.4158823529411765
408.62,0,0.0295790671217292,48,159,1,2498.48,6.055555555555555,-0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4999999999999999,-0.8660254037844387,0,0,1,0,1,0,0,0.1635474368415997,0,0,2.569937106918239
224.22,1,0.0233219567690557,53,37,1,8400.87,0.0,-1.0,-1.8369701987210294e-16,0.0,1.0,0.4999999999999999,0.8660254037844387,0,1,0,1,0,0,0,0.026690092811815915,0,0,6.06
362.09,1,0.0216154721274175,32,31,1,6590.28,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0.05494303732163125,0,0,11.68032258064516
54.61,1,0.0216154721274175,58,160,1,7135.64,12.990972222222222,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,1,0,0,0,1,0,0,0.007653132725305648,0,0,0.3413125
1235.69,0,0.0210466439135381,20,118,1,420.25,22.946527777777774,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0.4999999999999999,-0.8660254037844387,0,1,0,0,0,0,1,2.9403688280785247,0,0,10.471949152542374
474.77,0,0.0227531285551763,56,50,1,2158.59,69.95555555555555,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-2.4492935982947064e-16,1.0,0,0,1,0,1,0,0,0.21994450080839806,0,0,9.4954
537.86,1,0.0199089874857792,27,134,1,293.06,54.99444444444445,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,0,0,1,0,0,0,1,1.8353238244728043,0,0,4.013880597014926
477.07,1,0.0227531285551763,27,278,1,6568.07,34.980555555555554,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,1,0,1,0,0,0.07263473135944044,0,0,1.7160791366906474
297.5,0,0.0199089874857792,73,80,1,6768.14,69.04583333333333,-0.9659258262890684,-0.2588190451025206,0.0,1.0,1.0,6.123233995736766e-17,0,1,0,0,0,1,0,0.043955946537748924,0,0,3.71875
416.37,1,0.0227531285551763,35,67,1,7936.91,23.000694444444445,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,0,0,1,0,1,0,0,0.05245996237830591,0,0,6.214477611940299
512.95,1,0.0227531285551763,57,143,1,9584.52,62.958333333333336,-0.9659258262890684,-0.2588190451025206,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1,0,0,1,0,0,0.05351859039367647,0,0,3.5870629370629374
